index,NationalPokedexNumber,Label,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022,id
838,693,Clawitzer,Clawitzer,,6,Common,Water,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Permitted,,,,Clawitzer
839,694,Helioptile,Helioptile,,6,Common,Electric,Normal,289.0,44.0,38.0,33.0,61.0,43.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Permitted,,,,Helioptile
840,695,Heliolisk,Heliolisk,,6,Common,Electric,Normal,481.0,62.0,55.0,52.0,109.0,94.0,109.0,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Permitted,8,0,134,Heliolisk
841,696,Tyrunt,Tyrunt,,6,Common,Rock,Dragon,362.0,58.0,89.0,77.0,45.0,45.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Permitted,,,,Tyrunt
842,697,Tyrantrum,Tyrantrum,,6,Common,Rock,Dragon,521.0,82.0,121.0,119.0,69.0,59.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Permitted,918,0,220,Tyrantrum
843,698,Amaura,Amaura,,6,Common,Rock,Ice,362.0,77.0,59.0,50.0,67.0,63.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Permitted,,,,Amaura
844,699,Aurorus,Aurorus,,6,Common,Rock,Ice,521.0,123.0,77.0,72.0,99.0,92.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Permitted,,,,Aurorus
845,700,Sylveon,Sylveon,,6,Common,Fairy,,525.0,95.0,65.0,65.0,110.0,130.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Permitted,,,,Sylveon
846,701,Hawlucha,Hawlucha,,6,Common,Fighting,Flying,500.0,78.0,92.0,75.0,74.0,63.0,118.0,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Permitted,3,0,227,Hawlucha
847,702,Dedenne,Dedenne,,6,Common,Electric,Fairy,431.0,67.0,58.0,57.0,81.0,67.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Permitted,,,,Dedenne
848,703,Carbink,Carbink,,6,Common,Rock,Fairy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Permitted,,,,Carbink
849,704,Goomy,Goomy,,6,Common,Dragon,,300.0,45.0,50.0,35.0,55.0,75.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Permitted,,,,Goomy
850,705,Hisuian Sliggoo,Sliggoo,Hisuian,6,Common,Dragon,Steel,452.0,58.0,75.0,83.0,83.0,113.0,40.0,https://img.pokemondb.net/s.png,,,,,Hisuian Sliggoo
851,705,Sliggoo,Sliggoo,,6,Common,Dragon,,452.0,68.0,75.0,53.0,83.0,113.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Permitted,,,,Sliggoo
852,706,Goodra,Goodra,,6,Common,Dragon,,600.0,90.0,100.0,70.0,110.0,150.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Permitted,6,0,205,Goodra
853,706,Hisuian Goodra,Goodra,Hisuian,6,Common,Dragon,Steel,600.0,80.0,100.0,100.0,110.0,150.0,60.0,https://img.pokemondb.net/s.png,,,,,Hisuian Goodra
854,707,Klefki,Klefki,,6,Common,Steel,Fairy,470.0,57.0,80.0,91.0,80.0,87.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Permitted,5,0,158,Klefki
855,708,Phantump,Phantump,,6,Common,Ghost,Grass,309.0,43.0,70.0,48.0,50.0,60.0,38.0,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Permitted,,,,Phantump
856,709,Trevenant,Trevenant,,6,Common,Ghost,Grass,474.0,85.0,110.0,76.0,65.0,82.0,56.0,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Permitted,2,0,177,Trevenant
857,710,Pumpkaboo Super Size,Pumpkaboo,Super Size,6,Common,Ghost,Grass,335.0,59.0,66.0,70.0,44.0,55.0,41.0,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,,,,,Pumpkaboo Super Size
858,710,Pumpkaboo Large Size,Pumpkaboo,Large Size,6,Common,Ghost,Grass,335.0,54.0,66.0,70.0,44.0,55.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,,,,,Pumpkaboo Large Size
859,710,Pumpkaboo Small Size,Pumpkaboo,Small Size,6,Common,Ghost,Grass,335.0,44.0,66.0,70.0,44.0,55.0,56.0,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,,,,,Pumpkaboo Small Size
860,710,Pumpkaboo Average Size,Pumpkaboo,Average Size,6,Common,Ghost,Grass,335.0,49.0,66.0,70.0,44.0,55.0,51.0,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,,,,,Pumpkaboo Average Size
861,711,Gourgeist Super Size,Gourgeist,Super Size,6,Common,Ghost,Grass,494.0,85.0,100.0,122.0,58.0,75.0,54.0,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,,,,,Gourgeist Super Size
862,711,Gourgeist Large Size,Gourgeist,Large Size,6,Common,Ghost,Grass,494.0,75.0,95.0,122.0,58.0,75.0,69.0,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,,,,,Gourgeist Large Size
863,711,Gourgeist Small Size,Gourgeist,Small Size,6,Common,Ghost,Grass,494.0,55.0,85.0,122.0,58.0,75.0,99.0,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,,,,,Gourgeist Small Size
864,711,Gourgeist Average Size,Gourgeist,Average Size,6,Common,Ghost,Grass,494.0,65.0,90.0,122.0,58.0,75.0,84.0,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,,,,,Gourgeist Average Size
865,712,Bergmite,Bergmite,,6,Common,Ice,,304.0,55.0,69.0,85.0,32.0,35.0,28.0,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Permitted,,,,Bergmite
866,713,Hisuian Avalugg,Avalugg,Hisuian,6,Common,Ice,Rock,514.0,95.0,127.0,184.0,34.0,36.0,38.0,https://img.pokemondb.net/s.png,,,,,Hisuian Avalugg
867,713,Avalugg,Avalugg,,6,Common,Ice,,514.0,95.0,117.0,184.0,44.0,46.0,28.0,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Permitted,,,,Avalugg
868,714,Noibat,Noibat,,6,Common,Flying,Dragon,245.0,40.0,30.0,35.0,45.0,40.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Permitted,,,,Noibat
869,715,Noivern,Noivern,,6,Common,Flying,Dragon,535.0,85.0,70.0,80.0,97.0,80.0,123.0,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Permitted,,,,Noivern
870,716,Xerneas,Xerneas,,6,Legendary,Fairy,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Restricted (players can include two Restricted Pokémon in their team),69,4,28,Xerneas
871,717,Yveltal,Yveltal,,6,Legendary,Dark,Flying,680.0,126.0,131.0,95.0,131.0,98.0,99.0,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Restricted (players can include two Restricted Pokémon in their team),316,11,16,Yveltal
872,718,Zygarde Complete Forme,Zygarde,Complete Forme,6,Legendary,Dragon,Ground,708.0,216.0,100.0,121.0,91.0,95.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,,42,1,63,Zygarde Complete Forme
873,718,Zygarde 10% Forme,Zygarde,10% Forme,6,Legendary,Dragon,Ground,486.0,54.0,100.0,71.0,61.0,85.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,,,,,Zygarde 10% Forme
874,718,Zygarde 50% Forme,Zygarde,50% Forme,6,Legendary,Dragon,Ground,600.0,108.0,100.0,121.0,81.0,95.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,,,,,Zygarde 50% Forme
875,719,Mega Diancie,Diancie,Mega,6,Mythical,Rock,Fairy,700.0,50.0,160.0,110.0,160.0,110.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Banned,,,,Mega Diancie
876,719,Diancie,Diancie,,6,Mythical,Rock,Fairy,600.0,50.0,100.0,150.0,100.0,150.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Banned,,,,Diancie
877,720,Hoopa Unbound,Hoopa,Unbound,6,Mythical,Psychic,Dark,680.0,80.0,160.0,60.0,170.0,130.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,,,,,Hoopa Unbound
878,720,Hoopa Confined,Hoopa,Confined,6,Mythical,Psychic,Ghost,600.0,80.0,110.0,60.0,150.0,130.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,,,,,Hoopa Confined
879,721,Volcanion,Volcanion,,6,Mythical,Fire,Water,600.0,80.0,110.0,120.0,130.0,90.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Banned,,,,Volcanion
880,722,Rowlet,Rowlet,,7,Common,Grass,Flying,320.0,68.0,55.0,55.0,50.0,50.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Permitted,,,,Rowlet
881,723,Dartrix,Dartrix,,7,Common,Grass,Flying,420.0,78.0,75.0,75.0,70.0,70.0,52.0,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Permitted,,,,Dartrix
882,724,Hisuian Decidueye,Decidueye,Hisuian,7,Common,Grass,Fighting,530.0,88.0,112.0,80.0,95.0,95.0,60.0,https://img.pokemondb.net/s.png,,,,,Hisuian Decidueye
883,724,Decidueye,Decidueye,,7,Common,Grass,Ghost,530.0,78.0,107.0,75.0,100.0,100.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Permitted,,,,Decidueye
884,725,Litten,Litten,,7,Common,Fire,,320.0,45.0,65.0,40.0,60.0,40.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Permitted,,,,Litten
885,726,Torracat,Torracat,,7,Common,Fire,,420.0,65.0,85.0,50.0,80.0,50.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Permitted,,,,Torracat
886,727,Incineroar,Incineroar,,7,Common,Fire,Dark,530.0,95.0,115.0,90.0,80.0,90.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Permitted,1124,59,2,Incineroar
887,728,Popplio,Popplio,,7,Common,Water,,320.0,50.0,54.0,54.0,66.0,56.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Permitted,,,,Popplio
888,729,Brionne,Brionne,,7,Common,Water,,420.0,60.0,69.0,69.0,91.0,81.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Permitted,,,,Brionne
889,730,Primarina,Primarina,,7,Common,Water,Fairy,530.0,80.0,74.0,74.0,126.0,116.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Permitted,11,0,141,Primarina
890,731,Pikipek,Pikipek,,7,Common,Normal,Flying,265.0,35.0,75.0,30.0,30.0,30.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,,,,,Pikipek
891,732,Trumbeak,Trumbeak,,7,Common,Normal,Flying,355.0,55.0,85.0,50.0,40.0,50.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,,,,,Trumbeak
892,733,Toucannon,Toucannon,,7,Common,Normal,Flying,485.0,80.0,120.0,75.0,75.0,75.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,,,,,Toucannon
893,734,Yungoos,Yungoos,,7,Common,Normal,,253.0,48.0,70.0,30.0,30.0,30.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,,,,,Yungoos
894,735,Gumshoos,Gumshoos,,7,Common,Normal,,418.0,88.0,110.0,60.0,55.0,60.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,,,,,Gumshoos
895,736,Grubbin,Grubbin,,7,Common,Bug,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Permitted,,,,Grubbin
896,737,Charjabug,Charjabug,,7,Common,Bug,Electric,400.0,57.0,82.0,95.0,55.0,75.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Permitted,,,,Charjabug
897,738,Vikavolt,Vikavolt,,7,Common,Bug,Electric,500.0,77.0,70.0,90.0,145.0,75.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Permitted,3,0,193,Vikavolt
898,739,Crabrawler,Crabrawler,,7,Common,Fighting,,338.0,47.0,82.0,57.0,42.0,47.0,63.0,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,,,,,Crabrawler
899,740,Crabominable,Crabominable,,7,Common,Fighting,Ice,478.0,97.0,132.0,77.0,62.0,67.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,,,,,Crabominable
900,741,Oricorio Pa'u Style,Oricorio,Pa'u Style,7,Common,Psychic,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,,,,,Oricorio Pa'u Style
901,741,Oricorio Pom-Pom Style,Oricorio,Pom-Pom Style,7,Common,Electric,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,,,,,Oricorio Pom-Pom Style
902,741,Oricorio Sensu Style,Oricorio,Sensu Style,7,Common,Ghost,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,,,,,Oricorio Sensu Style
903,741,Oricorio Baile Style,Oricorio,Baile Style,7,Common,Fire,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,,,,,Oricorio Baile Style
904,742,Cutiefly,Cutiefly,,7,Common,Bug,Fairy,304.0,40.0,45.0,40.0,55.0,40.0,84.0,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Permitted,,,,Cutiefly
905,743,Ribombee,Ribombee,,7,Common,Bug,Fairy,464.0,60.0,55.0,60.0,95.0,70.0,124.0,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Permitted,,,,Ribombee
906,744,Rockruff,Rockruff,,7,Common,Rock,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Permitted,,,,Rockruff
907,744,Own Tempo Rockruff,Rockruff,Own Tempo,7,Common,Rock,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,,,,,Own Tempo Rockruff
908,745,Lycanroc Midday Form,Lycanroc,Midday Form,7,Common,Rock,,487.0,75.0,115.0,65.0,55.0,65.0,112.0,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,,,,,Lycanroc Midday Form
909,745,Lycanroc Midnight Form,Lycanroc,Midnight Form,7,Common,Rock,,487.0,85.0,115.0,75.0,55.0,75.0,82.0,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,,,,,Lycanroc Midnight Form
910,745,Lycanroc Dusk Form,Lycanroc,Dusk Form,7,Common,Rock,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,,,,,Lycanroc Dusk Form
911,746,Wishiwashi Solo Form,Wishiwashi,Solo Form,7,Common,Water,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,,1,0,197,Wishiwashi Solo Form
912,746,Wishiwashi School Form,Wishiwashi,School Form,7,Common,Water,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,,,,,Wishiwashi School Form
913,747,Mareanie,Mareanie,,7,Common,Poison,Water,305.0,50.0,53.0,62.0,43.0,52.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Permitted,,,,Mareanie
914,748,Toxapex,Toxapex,,7,Common,Poison,Water,495.0,50.0,63.0,152.0,53.0,142.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Permitted,5,0,124,Toxapex
915,749,Mudbray,Mudbray,,7,Common,Ground,,385.0,70.0,100.0,70.0,45.0,55.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Permitted,,,,Mudbray
916,750,Mudsdale,Mudsdale,,7,Common,Ground,,500.0,100.0,125.0,100.0,55.0,85.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Permitted,6,0,154,Mudsdale
917,751,Dewpider,Dewpider,,7,Common,Water,Bug,269.0,38.0,40.0,52.0,40.0,72.0,27.0,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Permitted,,,,Dewpider
918,752,Araquanid,Araquanid,,7,Common,Water,Bug,454.0,68.0,70.0,92.0,50.0,132.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Permitted,15,1,69,Araquanid
919,753,Fomantis,Fomantis,,7,Common,Grass,,250.0,40.0,55.0,35.0,50.0,35.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Permitted,,,,Fomantis
920,754,Lurantis,Lurantis,,7,Common,Grass,,480.0,70.0,105.0,90.0,80.0,90.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Permitted,4,0,164,Lurantis
921,755,Morelull,Morelull,,7,Common,Grass,Fairy,285.0,40.0,35.0,55.0,65.0,75.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Permitted,,,,Morelull
922,756,Shiinotic,Shiinotic,,7,Common,Grass,Fairy,405.0,60.0,45.0,80.0,90.0,100.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Permitted,,,,Shiinotic
923,757,Salandit,Salandit,,7,Common,Poison,Fire,320.0,48.0,44.0,40.0,71.0,40.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,Permitted,,,,Salandit
924,758,Salazzle,Salazzle,,7,Common,Poison,Fire,480.0,68.0,64.0,60.0,111.0,60.0,117.0,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Permitted,,,,Salazzle
925,759,Stufful,Stufful,,7,Common,Normal,Fighting,340.0,70.0,75.0,50.0,45.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,Permitted,,,,Stufful
926,760,Bewear,Bewear,,7,Common,Normal,Fighting,500.0,120.0,125.0,80.0,55.0,60.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Permitted,,,,Bewear
927,761,Bounsweet,Bounsweet,,7,Common,Grass,,210.0,42.0,30.0,38.0,30.0,38.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,Permitted,,,,Bounsweet
928,762,Steenee,Steenee,,7,Common,Grass,,290.0,52.0,40.0,48.0,40.0,48.0,62.0,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,Permitted,,,,Steenee
929,763,Tsareena,Tsareena,,7,Common,Grass,,510.0,72.0,120.0,98.0,50.0,98.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,Permitted,26,0,85,Tsareena
930,764,Comfey,Comfey,,7,Common,Fairy,,485.0,51.0,52.0,90.0,82.0,110.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Permitted,54,1,58,Comfey
931,765,Oranguru,Oranguru,,7,Common,Normal,Psychic,490.0,90.0,60.0,80.0,90.0,110.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,Permitted,17,0,129,Oranguru
932,766,Passimian,Passimian,,7,Common,Fighting,,490.0,100.0,120.0,90.0,40.0,60.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Permitted,,,,Passimian
933,767,Wimpod,Wimpod,,7,Common,Bug,Water,230.0,25.0,35.0,40.0,20.0,30.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,Permitted,,,,Wimpod
934,768,Golisopod,Golisopod,,7,Common,Bug,Water,530.0,75.0,125.0,140.0,60.0,90.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Permitted,,,,Golisopod
935,769,Sandygast,Sandygast,,7,Common,Ghost,Ground,320.0,55.0,55.0,80.0,70.0,45.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,Permitted,,,,Sandygast
936,770,Palossand,Palossand,,7,Common,Ghost,Ground,480.0,85.0,75.0,110.0,100.0,75.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,Permitted,5,0,217,Palossand
937,771,Pyukumuku,Pyukumuku,,7,Common,Water,,410.0,55.0,60.0,130.0,30.0,130.0,5.0,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,Permitted,,,,Pyukumuku
938,772,Type: Null,Type:,Null,7,Common,Normal,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,,,,,Type: Null
939,773,Silvally,Silvally,,7,Common,Normal,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,Permitted,2,0,206,Silvally
940,774,Minior Meteor Form,Minior,Meteor Form,7,Common,Rock,Flying,440.0,60.0,60.0,100.0,60.0,100.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,,,,,Minior Meteor Form
941,774,Minior Core Form,Minior,Core Form,7,Common,Rock,Flying,500.0,60.0,100.0,60.0,100.0,60.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,,,,,Minior Core Form
942,775,Komala,Komala,,7,Common,Normal,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,,,,,Komala
943,776,Turtonator,Turtonator,,7,Common,Fire,Dragon,485.0,60.0,78.0,135.0,91.0,85.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Permitted,,,,Turtonator
944,777,Togedemaru,Togedemaru,,7,Common,Electric,Steel,435.0,65.0,98.0,63.0,40.0,73.0,96.0,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,Permitted,7,0,131,Togedemaru
945,778,Mimikyu,Mimikyu,,7,Common,Ghost,Fairy,476.0,55.0,90.0,80.0,50.0,105.0,96.0,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Permitted,114,2,44,Mimikyu
946,779,Bruxish,Bruxish,,7,Common,Water,Psychic,475.0,68.0,105.0,70.0,70.0,70.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,,,,,Bruxish
947,780,Drampa,Drampa,,7,Common,Normal,Dragon,485.0,78.0,60.0,85.0,135.0,91.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,Permitted,4,0,226,Drampa
948,781,Dhelmise,Dhelmise,,7,Common,Ghost,Grass,517.0,70.0,131.0,100.0,86.0,90.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Permitted,,,,Dhelmise
949,782,Jangmo-o,Jangmo-o,,7,Common,Dragon,,300.0,45.0,55.0,65.0,45.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,Permitted,,,,Jangmo-o
950,783,Hakamo-o,Hakamo-o,,7,Common,Dragon,Fighting,420.0,55.0,75.0,90.0,65.0,70.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,Permitted,,,,Hakamo-o
951,784,Kommo-o,Kommo-o,,7,Common,Dragon,Fighting,600.0,75.0,110.0,125.0,100.0,105.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,Permitted,2,0,222,Kommo-o
952,785,Tapu Koko,Tapu,Koko,7,Legendary,Electric,Fairy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,,27,0,81,Tapu Koko
953,786,Tapu Lele,Tapu,Lele,7,Legendary,Psychic,Fairy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,,23,2,43,Tapu Lele
954,787,Tapu Bulu,Tapu,Bulu,7,Legendary,Grass,Fairy,570.0,70.0,130.0,115.0,85.0,95.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,,2,0,135,Tapu Bulu
955,788,Tapu Fini,Tapu,Fini,7,Legendary,Water,Fairy,570.0,70.0,75.0,115.0,95.0,130.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,,74,2,40,Tapu Fini
956,789,Cosmog,Cosmog,,7,Legendary,Psychic,,200.0,43.0,29.0,31.0,29.0,31.0,37.0,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,Restricted (players can include two Restricted Pokémon in their team),,,,Cosmog
957,790,Cosmoem,Cosmoem,,7,Legendary,Psychic,,400.0,43.0,29.0,131.0,29.0,131.0,37.0,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,Restricted (players can include two Restricted Pokémon in their team),,,,Cosmoem
958,791,Solgaleo,Solgaleo,,7,Legendary,Psychic,Steel,680.0,137.0,137.0,107.0,113.0,89.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,Restricted (players can include two Restricted Pokémon in their team),188,4,31,Solgaleo
959,792,Lunala,Lunala,,7,Legendary,Psychic,Ghost,680.0,137.0,113.0,89.0,137.0,107.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,Restricted (players can include two Restricted Pokémon in their team),43,2,38,Lunala
960,793,Nihilego,Nihilego,,7,Common,Rock,Poison,570.0,109.0,53.0,47.0,127.0,131.0,103.0,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,Permitted,7,0,130,Nihilego
961,794,Buzzwole,Buzzwole,,7,Common,Bug,Fighting,570.0,107.0,139.0,139.0,53.0,53.0,79.0,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,Permitted,,,,Buzzwole
962,795,Pheromosa,Pheromosa,,7,Common,Bug,Fighting,570.0,71.0,137.0,37.0,137.0,37.0,151.0,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Permitted,29,1,70,Pheromosa
963,796,Xurkitree,Xurkitree,,7,Common,Electric,,570.0,83.0,89.0,71.0,173.0,71.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,Permitted,4,0,208,Xurkitree
964,797,Celesteela,Celesteela,,7,Common,Steel,Flying,570.0,97.0,101.0,103.0,107.0,101.0,61.0,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Permitted,26,1,67,Celesteela
